cluster,Bens e Direitos - Imóveis [R$ milhões],Bens e Direitos - Financeiros [R$ milhões],Dívidas e Ônus [R$ milhões]
0,189.34745454545447,159.81597402597384,35.22464935064936
1,1651.4945652173915,1412.59845652174,318.20726086956523
